,unnamed: 0,age,attrition,businesstravel,dailyrate,department,distancefromhome,education,educationfield,employeenumber,environmentsatisfaction,gender,hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,monthlyrate,numcompaniesworked,overtime,percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,yearincome,monthlyincome,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,roledepartament,remotework
979,979,24.0,No,,1206.0,,17,1,Medical,unknown,4,F,41.0,2,2, manufacturing director ,3,divorced,24117,1,no,15,3.0,2,,52524.0,4377.0,2,5.0,6,3.0,4,,3,2,1999,Unknown,No
980,980,35.0,Yes,rarely,622.0, Research & Development ,14,4,Other,1010.0,3,M,39.0,2,1, laboratory technician ,2,divorced,10074,1,yes,24,4.0,4,"80,0",,,1,5.0,2,1.0,4,,0,2,1988, laboratory technician  -  research & development ,No
981,981,30.0,Yes,,109.0,,5,3,,1017.0,2,F,60.0,3,1, laboratory technician ,2,unknown,25725,0,unknown,17,3.0,1,,,,0,4.0,3,3.0,3,,1,2,1993,Unknown,Si
982,982,48.0,No,rarely,277.0, Research & Development ,6,3,,1022.0,1,M,97.0,2,2, healthcare representative ,3,unknown,13119,2,no,13,3.0,4,,50880.0,4240.0,0,19.0,0,3.0,2,,2,2,1975, healthcare representative  -  research & development ,Si
983,983,41.0,No,rarely,549.0,,7,2,Medical,unknown,4,F,42.0,3,2, manufacturing director ,3,unknown,23371,6,unknown,14,3.0,2,,,,0,8.0,6,3.0,2,,2,1,1982,Unknown,No
984,984,27.0,No,,1055.0, Research & Development ,2,4,,1027.0,1,F,47.0,3,2, manufacturing director ,4,unknown,4658,0,unknown,18,3.0,2,,50724.0,4227.0,1,,2,,3,,2,2,1996, manufacturing director  -  research & development ,Si
985,985,35.0,No,rarely,802.0, Research & Development ,10,3,Other,1028.0,2,M,45.0,3,1, laboratory technician ,4,unknown,9541,1,no,20,4.0,1,,47004.0,3917.0,1,3.0,4,2.0,3,,1,2,1988, laboratory technician  -  research & development ,No
986,986,26.0,Yes,non-travel,265.0,,29,2,Medical,1037.0,2,M,79.0,1,2, sales executive ,1,single,21813,8,no,18,3.0,4,"80,0",59628.0,4969.0,0,,6,3.0,2,,2,2,1997,Unknown,Si
987,987,33.0,No,non-travel,1038.0, Sales ,8,1,Life Sciences,1044.0,2,F,,2,1, sales representative ,4,unknown,21437,0,unknown,19,3.0,4,,,,0,,2,2.0,2,,2,2,1990, sales representative  -  sales ,No
988,988,26.0,Yes,,342.0,,2,3,Life Sciences,1053.0,1,M,57.0,3,1, research scientist ,1,married,15346,6,unknown,14,3.0,2,,24504.0,2042.0,1,6.0,2,3.0,3,,1,2,1997,Unknown,Si
989,989,38.0,No,frequently,1186.0,,3,4,,unknown,3,M,44.0,3,1, research scientist ,3,unknown,2997,3,no,16,3.0,1,,33852.0,2821.0,1,8.0,2,3.0,2,,2,2,1985,Unknown,No
990,990,46.0,No,,430.0,,47,4,Medical,1069.0,4,M,40.0,3,5, research director ,4,unknown,21445,9,no,17,3.0,4,"80,0",,,2,23.0,0,3.0,2,,2,2,1977,Unknown,Si
991,991,20.0,Yes,,769.0,,9,3,Marketing,1077.0,4,F,54.0,3,1, sales representative ,4,single,17205,1,yes,14,3.0,2,"80,0",,,0,2.0,3,3.0,2,,0,2,2003,Unknown,Si
992,992,30.0,No,,1176.0,,20,3,Other,1084.0,2,M,85.0,3,2, manufacturing director ,1,married,9096,0,unknown,15,3.0,3,,119484.0,9957.0,1,7.0,1,2.0,6,,0,2,1993,Unknown,No
993,993,27.0,No,non-travel,1277.0,,8,5,,1094.0,1,M,87.0,1,1, laboratory technician ,3,married,5869,1,unknown,19,3.0,4,"80,0",,,3,3.0,4,,3,,1,2,1996,Unknown,No
994,994,55.0,No,,1091.0,,2,1,,1096.0,4,M,65.0,3,3, manufacturing director ,2,married,15813,3,no,18,3.0,2,,,,1,23.0,4,3.0,3,,1,2,1968,Unknown,Si
995,995,33.0,No,rarely,654.0,,5,3,Life Sciences,1099.0,4,M,34.0,2,3, healthcare representative ,4,unknown,21214,4,no,15,3.0,3,,,,1,,2,3.0,3,,1,2,1990,Unknown,Si
996,996,28.0,No,,895.0,,15,2,Life Sciences,1102.0,1,M,50.0,3,1, laboratory technician ,3,unknown,22482,1,no,16,3.0,4,,26484.0,2207.0,1,4.0,5,2.0,4,,2,2,1995,Unknown,Si
997,997,34.0,No,,618.0,,3,1,Life Sciences,1103.0,1,M,45.0,3,2, healthcare representative ,4,unknown,22266,0,no,17,3.0,3,,93072.0,7756.0,0,,1,2.0,6,,0,4,1989,Unknown,Si
998,998,33.0,Yes,,1017.0,,25,3,Medical,1108.0,1,M,55.0,2,1, research scientist ,2,single,2993,4,yes,20,4.0,2,,,,0,5.0,0,3.0,2,,2,2,1990,Unknown,No
999,999,33.0,No,,970.0,,7,3,Life Sciences,1114.0,4,F,30.0,3,2, sales executive ,2,married,13401,0,no,17,3.0,3,"80,0",,,1,4.0,3,3.0,3,,0,2,1990,Unknown,No
1000,1000,21.0,No,,984.0,,1,1,,1131.0,4,F,70.0,2,1, research scientist ,2,single,25326,1,yes,11,3.0,3,"80,0",24840.0,2070.0,0,2.0,6,4.0,2,,2,2,2002,Unknown,Si
1001,1001,31.0,No,frequently,793.0,,20,3,,1135.0,3,M,67.0,4,1, sales representative ,4,married,21981,0,no,12,,1,,33492.0,2791.0,1,3.0,4,3.0,2,,2,2,1992,Unknown,Si
1002,1002,35.0,No,,1182.0,,11,2,Marketing,unknown,4,M,54.0,3,2, sales executive ,4,divorced,18500,1,unknown,11,3.0,4,,,,1,5.0,3,3.0,5,,0,2,1988,Unknown,Si
1003,1003,34.0,No,,1003.0,,2,2,,1140.0,4,M,95.0,3,2, manufacturing director ,3,single,15834,2,no,11,3.0,4,"80,0",,,0,,3,,3,,0,2,1989,Unknown,Si
1004,1004,33.0,Yes,,603.0,,9,4,,1157.0,1,F,77.0,3,2, sales executive ,1,single,18385,0,unknown,17,3.0,1,,98688.0,8224.0,0,6.0,3,3.0,5,,0,3,1990,Unknown,No
1005,1005,31.0,Yes,,874.0, Research & Development ,15,3,Medical,1160.0,3,M,72.0,3,1, laboratory technician ,3,unknown,6233,1,no,12,3.0,3,,31320.0,2610.0,1,,5,2.0,2,,2,2,1992, laboratory technician  -  research & development ,Si
1006,1006,37.0,No,rarely,367.0,,25,2,,1161.0,3,F,52.0,2,2, healthcare representative ,4,unknown,17171,7,no,13,3.0,3,,68772.0,5731.0,2,9.0,2,3.0,6,,1,3,1986,Unknown,Si
1007,1007,27.0,No,rarely,199.0,,6,3,,1162.0,4,M,55.0,2,1, research scientist ,3,married,7950,1,no,13,,3,,30468.0,2539.0,1,4.0,0,3.0,4,2.0,2,2,1996,Unknown,Si
1008,1008,35.0,No,frequently,,,4,4,Other,1185.0,4,M,,2,1, laboratory technician ,4,married,26537,1,unknown,13,3.0,2,,28512.0,2376.0,1,2.0,2,4.0,2,,2,2,1988,Unknown,Si
1009,1009,56.0,No,,718.0,,4,4,,unknown,4,F,92.0,3,5, manager ,1,divorced,18575,4,no,13,3.0,4,,,,1,28.0,2,3.0,5,,4,2,1967,Unknown,Si
1010,1010,45.0,No,,1457.0, Research & Development ,7,3,Medical,1195.0,1,F,83.0,3,1, research scientist ,3,unknown,20100,4,yes,19,3.0,3,,,,1,,2,,3,,0,2,1978, research scientist  -  research & development ,Si
1011,1011,20.0,No,rarely,805.0,,3,3,,unknown,1,M,87.0,2,1, laboratory technician ,3,single,12828,1,unknown,12,3.0,1,,,,0,2.0,2,2.0,2,,1,2,2003,Unknown,Si
1012,1012,50.0,No,frequently,1421.0,,2,3,,unknown,4,F,30.0,3,4, manager ,1,unknown,9490,2,no,22,4.0,3,"80,0",,,1,,3,,2,,2,2,1973,Unknown,Si
1013,1013,46.0,No,,1450.0,,15,2,Life Sciences,1217.0,4,M,52.0,3,5, research director ,2,unknown,10849,5,unknown,11,3.0,1,,228972.0,19081.0,1,25.0,2,3.0,4,,0,3,1977,Unknown,Si
1014,1014,32.0,No,,116.0,,13,3,Other,1234.0,3,F,77.0,2,1, laboratory technician ,2,married,7331,1,no,20,4.0,3,"80,0",32916.0,2743.0,1,2.0,2,3.0,2,,2,2,1991,Unknown,Si
1015,1015,35.0,No,,1212.0,,8,2,,unknown,3,F,78.0,2,3, sales executive ,4,married,13755,4,unknown,11,3.0,2,,,,1,16.0,6,2.0,13,,4,12,1988,Unknown,No
1016,1016,29.0,No,,1010.0,,1,3,Life Sciences,unknown,1,F,97.0,3,1, research scientist ,4,divorced,5598,1,no,15,3.0,1,,45120.0,3760.0,3,3.0,5,,3,,1,2,1994,Unknown,Si
1017,1017,21.0,Yes,frequently,,,10,2,,unknown,1,F,45.0,2,1, laboratory technician ,3,unknown,25308,1,unknown,20,4.0,3,,,,0,2.0,2,1.0,2,,2,2,2002,Unknown,Si
1018,1018,34.0,No,rarely,131.0,,2,3,Marketing,unknown,3,F,86.0,3,2, sales executive ,1,unknown,6039,0,unknown,12,3.0,4,,54456.0,4538.0,0,4.0,3,3.0,3,,0,2,1989,Unknown,Si
1019,1019,28.0,No,,791.0,,1,4,Medical,1286.0,4,M,44.0,3,1, laboratory technician ,3,single,6842,0,yes,11,3.0,3,"80,0",,,0,,2,2.0,4,,0,2,1995,Unknown,No
1020,1020,35.0,No,rarely,735.0,,6,1,Life Sciences,1291.0,3,M,66.0,3,1, research scientist ,3,married,6020,0,yes,14,,4,"80,0",,,0,4.0,3,3.0,3,,2,2,1988,Unknown,No
1021,1021,28.0,No,frequently,193.0,,2,3,Life Sciences,unknown,4,M,52.0,2,1, laboratory technician ,4,married,14222,1,unknown,12,3.0,2,,46404.0,3867.0,1,,2,3.0,2,,2,2,1995,Unknown,No
1022,1022,28.0,No,rarely,640.0,,1,3,Technical Degree,1301.0,4,M,84.0,3,1, research scientist ,1,single,4732,2,unknown,11,3.0,2,,24960.0,2080.0,0,5.0,2,2.0,3,,1,2,1995,Unknown,No
1023,1023,25.0,No,,266.0, Research & Development ,1,3,Medical,1303.0,4,F,40.0,3,1, research scientist ,2,single,18830,1,unknown,18,3.0,4,"80,0",25152.0,2096.0,0,,3,2.0,2,,2,1,1998, research scientist  -  research & development ,No
1024,1024,58.0,No,,848.0,,23,4,Life Sciences,1308.0,1,M,88.0,3,1, research scientist ,3,unknown,26076,1,unknown,12,3.0,4,,,,2,,3,3.0,2,,2,2,1965,Unknown,Si
1025,1025,39.0,Yes,,,,23,3,Medical,unknown,3,M,93.0,3,1, research scientist ,1,single,22154,0,unknown,13,3.0,1,,46848.0,3904.0,0,6.0,2,3.0,5,,0,3,1984,Unknown,No
1026,1026,30.0,No,rarely,1138.0,,6,3,Technical Degree,1311.0,1,F,48.0,2,2, laboratory technician ,4,married,23631,0,no,12,3.0,1,,55524.0,4627.0,1,10.0,6,3.0,9,,6,7,1993,Unknown,Si
1027,1027,50.0,No,,,,46,3,Life Sciences,1317.0,4,F,43.0,3,4, research director ,1,married,22422,4,unknown,11,3.0,2,"80,0",,,0,,2,,3,,1,2,1973,Unknown,Si
1028,1028,41.0,No,,256.0,,10,2,Medical,1329.0,3,M,40.0,1,2, sales executive ,2,single,22074,1,no,13,3.0,1,,,,0,19.0,4,3.0,19,,11,9,1982,Unknown,Si
1029,1029,31.0,Yes,,,,1,3,,1331.0,4,F,54.0,3,1, sales representative ,2,unknown,8319,1,yes,11,3.0,1,"80,0",27624.0,2302.0,0,,2,4.0,3,,2,2,1992,Unknown,No
1030,1030,44.0,Yes,,935.0,,3,3,Life Sciences,1333.0,1,M,89.0,3,1, laboratory technician ,1,unknown,14669,4,no,12,,3,,,,0,10.0,4,4.0,3,,1,2,1979,Unknown,Si
1031,1031,40.0,No,non-travel,458.0, Research & Development ,16,2,,unknown,3,M,74.0,3,1, research scientist ,3,divorced,8532,9,no,16,3.0,2,,,,1,6.0,0,3.0,4,,0,0,1983, research scientist  -  research & development ,Si
1032,1032,25.0,No,rarely,882.0, Research & Development ,19,1,Medical,1358.0,4,M,67.0,3,1, laboratory technician ,4,married,9075,3,unknown,11,3.0,3,,,,3,,6,2.0,3,,1,2,1998, laboratory technician  -  research & development ,No
1033,1033,40.0,No,rarely,329.0,,1,4,Life Sciences,1361.0,2,M,88.0,3,1, laboratory technician ,2,unknown,6762,3,no,22,4.0,3,"80,0",,,1,7.0,3,3.0,4,,0,3,1983,Unknown,Si
1034,1034,51.0,No,rarely,,,11,2,Technical Degree,unknown,4,F,82.0,2,4, manufacturing director ,2,unknown,24439,3,no,16,3.0,2,"80,0",,,0,,1,2.0,5,,0,3,1972,Unknown,Si
1035,1035,27.0,No,frequently,793.0,,2,1,Life Sciences,1371.0,4,M,43.0,1,2, sales executive ,4,single,20392,3,no,20,4.0,2,,60852.0,5071.0,0,,3,3.0,6,,0,0,1996,Unknown,No
1036,1036,35.0,Yes,,662.0,,18,4,Marketing,1380.0,4,F,67.0,3,2, sales executive ,3,married,23288,0,unknown,18,3.0,3,,,,1,5.0,0,2.0,4,,3,2,1988,Unknown,Si
1037,1037,38.0,No,,693.0,,7,3,,unknown,4,M,57.0,4,1, research scientist ,3,divorced,15748,1,no,11,3.0,4,,,,3,4.0,2,3.0,4,,0,3,1985,Unknown,Si
1038,1038,31.0,Yes,,,,22,4,,1389.0,4,M,98.0,3,2, manufacturing director ,3,married,21057,1,unknown,15,3.0,4,,,,2,10.0,3,2.0,10,,6,7,1992,Unknown,Si
1039,1039,51.0,No,,541.0,,2,3,,unknown,2,M,52.0,3,3, sales executive ,2,unknown,15395,2,unknown,11,3.0,2,,127152.0,10596.0,0,14.0,5,3.0,4,,3,2,1972,Unknown,Si
1040,1040,41.0,No,,1200.0,,22,3,,1392.0,4,F,75.0,3,2, research scientist ,4,unknown,13953,3,unknown,14,3.0,1,,65604.0,5467.0,2,12.0,4,2.0,6,,3,3,1982,Unknown,No
1041,1041,32.0,No,,499.0,,2,1,Marketing,1396.0,3,M,36.0,3,2, sales executive ,2,married,20497,0,yes,13,3.0,1,,,,3,4.0,3,2.0,3,,1,2,1991,Unknown,Si
1042,1042,25.0,No,rarely,1372.0,,18,1,Life Sciences,unknown,1,M,93.0,4,2, sales executive ,3,married,12477,2,no,11,3.0,2,"80,0",,,0,6.0,3,2.0,3,,1,2,1998,Unknown,No
1043,1043,27.0,No,,,,10,3,Marketing,1403.0,4,F,98.0,2,2, sales executive ,4,married,7100,1,yes,11,3.0,4,"80,0",69228.0,5769.0,0,,3,3.0,6,2.0,4,4,1996,Unknown,Si
1044,1044,27.0,Yes,rarely,,,22,4,Life Sciences,1405.0,4,F,51.0,3,1, research scientist ,3,single,25681,1,yes,13,,4,,28728.0,2394.0,0,8.0,2,3.0,8,,7,7,1996,Unknown,Si
1045,1045,37.0,No,,1462.0,,11,3,Medical,1411.0,1,F,94.0,3,1, laboratory technician ,3,single,19106,4,no,18,3.0,1,"80,0",43548.0,3629.0,0,8.0,6,3.0,3,,0,2,1986,Unknown,Si
1046,1046,35.0,No,frequently,200.0,,18,2,Life Sciences,1412.0,3,M,60.0,3,3, manufacturing director ,4,unknown,19944,2,no,11,3.0,3,,112344.0,9362.0,0,10.0,2,3.0,2,,2,2,1988,Unknown,Si
1047,1047,25.0,No,,949.0,,1,3,,1415.0,1,M,81.0,3,1, laboratory technician ,4,unknown,4910,4,no,11,3.0,2,,38748.0,3229.0,1,7.0,2,2.0,3,,0,2,1998,Unknown,Si
1048,1048,30.0,No,,,,7,4,Marketing,1428.0,4,F,73.0,3,2, sales executive ,1,divorced,12761,7,no,14,3.0,2,"80,0",,,2,,3,3.0,3,,0,2,1993,Unknown,Si
1049,1049,31.0,No,,182.0, Research & Development ,8,5,Life Sciences,unknown,1,F,93.0,3,4, research director ,2,unknown,8847,3,no,11,3.0,3,,197064.0,16422.0,0,,3,4.0,3,,1,0,1992, research director  -  research & development ,Si
1050,1050,36.0,No,,329.0,,16,4,Marketing,1436.0,3,F,98.0,2,2, sales executive ,1,unknown,13494,4,no,13,3.0,1,"80,0",67764.0,5647.0,2,11.0,3,2.0,3,,0,2,1987,Unknown,No
1051,1051,25.0,Yes,rarely,383.0,,9,2,,1439.0,1,M,68.0,2,1, sales representative ,1,unknown,15182,3,no,12,3.0,1,"80,0",52800.0,4400.0,0,6.0,2,3.0,3,,2,2,1998,Unknown,Si
1052,1052,56.0,No,,1255.0,,1,2,Life Sciences,1441.0,1,F,90.0,3,1, research scientist ,1,unknown,10494,2,unknown,22,4.0,4,,24792.0,2066.0,1,5.0,3,4.0,3,,1,0,1967,Unknown,Si
1053,1053,41.0,No,,,,5,5,Medical,1448.0,2,M,90.0,4,1, research scientist ,3,unknown,5561,2,unknown,12,3.0,1,,,,0,7.0,5,,4,,0,3,1982,Unknown,Si
1054,1054,31.0,No,rarely,1398.0,,8,2,,unknown,4,F,96.0,4,1, human resources ,2,unknown,24609,9,no,18,,4,,,,0,8.0,3,3.0,3,,0,2,1992,Unknown,Si
1055,1055,31.0,Yes,frequently,523.0, Research & Development ,2,3,Life Sciences,1464.0,2,M,94.0,3,1, laboratory technician ,4,unknown,21081,6,unknown,13,3.0,3,,,,1,7.0,2,1.0,2,2.0,2,2,1992, laboratory technician  -  research & development ,Si
1056,1056,48.0,No,,1221.0, Sales ,7,3,Marketing,1466.0,3,M,96.0,3,2, sales executive ,1,divorced,24795,4,no,11,3.0,1,,65832.0,5486.0,3,,3,3.0,2,,2,2,1975, sales executive  -  sales ,No
1057,1057,34.0,Yes,,1107.0,,9,4,,1467.0,1,F,52.0,3,1, human resources ,3,married,3072,1,no,15,3.0,4,,,,0,2.0,0,3.0,2,,2,2,1989,Unknown,No
1058,1058,44.0,No,,981.0,,5,3,Life Sciences,1471.0,3,M,90.0,2,1, laboratory technician ,3,single,7973,3,unknown,14,3.0,4,"80,0",37944.0,3162.0,0,7.0,5,3.0,5,,0,3,1979,Unknown,No
1059,1059,49.0,No,rarely,1495.0, Research & Development ,5,4,,1473.0,1,M,96.0,3,2, healthcare representative ,3,married,21534,2,no,14,,2,"80,0",79812.0,6651.0,1,20.0,0,2.0,3,,1,2,1974, healthcare representative  -  research & development ,Si
1060,1060,44.0,No,,1467.0,,20,3,Life Sciences,1475.0,4,M,49.0,3,1, research scientist ,2,unknown,21158,1,unknown,13,3.0,3,,41040.0,3420.0,0,6.0,3,2.0,5,,1,3,1979,Unknown,No
1061,1061,28.0,Yes,,1496.0,,1,3,,1486.0,1,M,92.0,3,1, sales representative ,3,married,15747,3,unknown,15,3.0,4,,34908.0,2909.0,1,5.0,3,4.0,3,,1,2,1995,Unknown,No
1062,1062,44.0,No,frequently,1193.0, Research & Development ,2,1,,unknown,2,M,86.0,3,3, manufacturing director ,3,single,19719,5,unknown,18,,2,,,,0,16.0,2,2.0,2,,2,2,1979, manufacturing director  -  research & development ,Si
1063,1063,55.0,No,rarely,1229.0,,4,4,Life Sciences,unknown,4,M,30.0,3,2, healthcare representative ,3,married,16143,0,unknown,16,3.0,2,,,,0,4.0,2,3.0,3,,1,2,1968,Unknown,Si
1064,1064,28.0,No,frequently,467.0,,7,3,Life Sciences,1507.0,3,M,55.0,3,2, sales executive ,1,single,11827,0,unknown,14,3.0,4,,58776.0,4898.0,0,5.0,5,3.0,4,,1,3,1995,Unknown,Si
1065,1065,49.0,No,rarely,271.0,,45,2,Medical,1509.0,4,F,43.0,2,2, laboratory technician ,1,married,23070,4,unknown,25,4.0,1,,,,1,10.0,3,3.0,3,,1,2,1974,Unknown,Si
1066,1066,29.0,No,frequently,410.0,,2,1,Life Sciences,1513.0,4,F,97.0,3,1, laboratory technician ,2,unknown,4668,0,no,13,3.0,3,,38160.0,3180.0,3,,3,3.0,3,,0,2,1994,Unknown,No
1067,1067,32.0,No,,495.0,,10,3,,1516.0,3,M,64.0,3,3, manager ,4,unknown,21072,2,unknown,25,,2,"80,0",134928.0,11244.0,0,10.0,5,4.0,5,,0,0,1991,Unknown,Si
1068,1068,31.0,Yes,frequently,561.0,,3,3,Life Sciences,1537.0,4,F,33.0,3,1, research scientist ,3,unknown,4156,1,no,12,3.0,1,,,,0,7.0,2,,7,,7,7,1992,Unknown,Si
1069,1069,40.0,No,,1142.0,,43,2,Life Sciences,1552.0,4,M,72.0,3,2, healthcare representative ,4,divorced,8841,3,unknown,18,3.0,3,,48828.0,4069.0,0,8.0,2,3.0,2,,2,2,1983,Unknown,No
1070,1070,36.0,No,rarely,1157.0,,2,4,Life Sciences,unknown,3,M,70.0,3,1, sales representative ,4,unknown,17001,3,yes,21,4.0,4,,,,0,7.0,3,2.0,3,,1,2,1987,Unknown,No
1071,1071,33.0,No,,1242.0,,8,4,Life Sciences,1560.0,1,M,46.0,3,2, sales executive ,1,unknown,10589,2,no,13,3.0,4,,76704.0,6392.0,1,,6,1.0,2,,2,2,1990,Unknown,No
1072,1072,30.0,No,,1288.0, Sales ,14,4,,1568.0,1,M,33.0,3,3, sales executive ,2,married,17799,3,unknown,12,3.0,2,,,,1,9.0,3,3.0,4,,1,3,1993, sales executive  -  sales ,Si
1073,1073,38.0,Yes,rarely,903.0,,2,3,Medical,1573.0,3,M,81.0,3,2, manufacturing director ,2,married,7653,4,unknown,11,3.0,1,,58260.0,4855.0,2,,2,3.0,5,,1,4,1985,Unknown,No
1074,1074,48.0,No,rarely,1108.0, Research & Development ,15,4,,1576.0,3,F,65.0,3,1, research scientist ,1,married,16530,8,unknown,12,3.0,4,,,,1,,3,2.0,8,,7,6,1975, research scientist  -  research & development ,Si
1075,1075,34.0,No,,1351.0, Research & Development ,1,4,,1580.0,2,M,45.0,3,2, research scientist ,4,unknown,13008,9,no,17,3.0,2,,,,1,,3,2.0,2,,2,1,1989, research scientist  -  research & development ,Si
1076,1076,38.0,No,rarely,437.0,,16,3,Life Sciences,1583.0,2,F,90.0,3,2, sales executive ,2,single,16379,2,no,12,3.0,2,,,,0,8.0,5,4.0,3,,1,2,1985,Unknown,No
1077,1077,35.0,No,rarely,,,10,4,,1587.0,1,F,51.0,3,2, healthcare representative ,3,single,4223,3,yes,16,3.0,3,"80,0",,,0,,4,3.0,5,,0,4,1988,Unknown,Si
1078,1078,23.0,No,,977.0,,10,3,,1592.0,4,M,45.0,4,1, research scientist ,3,married,12826,2,no,16,3.0,4,,,,1,4.0,2,3.0,2,,2,2,2000,Unknown,Si
1079,1079,36.0,No,,1302.0,,6,4,,1594.0,1,M,80.0,4,2, laboratory technician ,1,unknown,19711,3,yes,13,3.0,4,,,,1,9.0,3,3.0,3,,0,2,1987,Unknown,No
1080,1080,34.0,No,frequently,653.0,,36,4,,1597.0,3,M,92.0,2,2, healthcare representative ,3,unknown,15332,1,no,14,3.0,2,"80,0",,,1,8.0,3,2.0,8,,7,7,1989,Unknown,No
1081,1081,22.0,No,non-travel,457.0,,26,2,Other,unknown,2,F,85.0,2,1, research scientist ,3,married,10293,1,unknown,14,,2,,,,0,4.0,2,2.0,4,,1,3,2001,Unknown,Si
1082,1082,32.0,No,,634.0,,5,4,,1607.0,2,F,35.0,4,1, research scientist ,4,married,18783,3,no,17,3.0,4,,39744.0,3312.0,2,6.0,3,3.0,3,,0,2,1991,Unknown,Si
1083,1083,31.0,No,frequently,715.0,,2,4,,unknown,4,M,54.0,3,2, sales executive ,1,single,21602,7,unknown,13,3.0,4,,,,0,,3,3.0,5,,0,3,1992,Unknown,No
1084,1084,36.0,No,rarely,559.0,,12,4,Life Sciences,unknown,3,F,76.0,3,2, manufacturing director ,3,married,12421,9,yes,12,3.0,2,"80,0",,,2,7.0,2,3.0,3,,1,1,1987,Unknown,Si
1085,1085,21.0,No,,546.0,,19,1,Medical,1623.0,3,M,97.0,3,1, research scientist ,4,single,26009,1,no,18,3.0,3,,37404.0,3117.0,0,,2,,2,,2,2,2002,Unknown,No
1086,1086,47.0,No,,1176.0,,26,4,,unknown,4,F,,3,5, manager ,3,married,5220,3,no,11,3.0,3,,,,1,27.0,2,3.0,5,,1,0,1976,Unknown,No
1087,1087,39.0,No,,711.0,,4,3,Medical,unknown,1,F,81.0,3,2, manufacturing director ,3,unknown,3140,0,no,13,3.0,4,"80,0",,,0,,2,1.0,9,,3,8,1984,Unknown,Si
1088,1088,40.0,No,,448.0,,16,3,,1641.0,3,F,84.0,3,3, manufacturing director ,4,unknown,19948,6,unknown,15,,4,,,,0,18.0,2,2.0,4,,3,3,1983,Unknown,Si
1089,1089,48.0,No,frequently,365.0,,4,5,,1644.0,3,M,89.0,2,4, manager ,4,unknown,5602,2,no,25,4.0,2,"80,0",182424.0,15202.0,1,,3,3.0,2,,2,2,1975,Unknown,Si
1090,1090,35.0,Yes,,763.0,,10,2,Medical,1645.0,1,M,59.0,1,2, sales executive ,4,unknown,22098,6,yes,14,3.0,4,,,,2,,2,2.0,2,,2,2,1988,Unknown,No
1091,1091,27.0,No,rarely,486.0, Research & Development ,8,3,Medical,1647.0,2,F,86.0,4,1, research scientist ,3,unknown,22490,7,unknown,17,3.0,1,"80,0",,,0,5.0,0,3.0,3,,0,2,1996, research scientist  -  research & development ,No
1092,1092,27.0,No,,591.0,,2,3,Medical,1648.0,4,M,87.0,3,1, research scientist ,4,single,6297,2,no,13,3.0,3,,30960.0,2580.0,0,,0,2.0,4,,1,2,1996,Unknown,Si
1093,1093,40.0,Yes,rarely,1329.0,,7,3,,unknown,1,M,,3,1, laboratory technician ,1,unknown,3339,3,yes,14,3.0,2,,25992.0,2166.0,0,10.0,3,1.0,4,,0,3,1983,Unknown,Si
1094,1094,29.0,No,,469.0,,10,3,,unknown,3,M,42.0,2,2, sales executive ,3,single,23413,9,no,11,3.0,3,,,,0,,2,3.0,5,,1,4,1994,Unknown,Si
1095,1095,36.0,No,,711.0,,5,4,Life Sciences,1651.0,2,F,42.0,3,3, healthcare representative ,1,married,22792,4,no,12,,3,,,,2,9.0,6,3.0,3,,0,2,1987,Unknown,Si
1096,1096,49.0,No,rarely,301.0,,22,4,Other,1655.0,1,F,72.0,3,4, research director ,2,married,3498,3,unknown,16,3.0,2,,,,2,27.0,2,3.0,4,,1,2,1974,Unknown,Si
1097,1097,20.0,No,rarely,1141.0,,13,3,Medical,1657.0,3,F,31.0,3,1, sales representative ,3,single,13251,1,unknown,19,3.0,1,"80,0",,,0,2.0,3,3.0,2,,2,2,2003,Unknown,Si
1098,1098,36.0,No,non-travel,894.0, Research & Development ,1,4,,1662.0,4,F,33.0,2,2, manufacturing director ,3,unknown,15411,0,unknown,15,3.0,3,,52488.0,4374.0,0,4.0,6,3.0,3,,1,2,1987, manufacturing director  -  research & development ,Si
1099,1099,33.0,No,rarely,392.0,,2,4,,1670.0,4,M,93.0,3,2, sales executive ,4,unknown,3921,1,unknown,14,3.0,3,,66060.0,5505.0,2,6.0,5,3.0,6,,0,4,1990,Unknown,Si
1100,1100,49.0,No,,,,16,3,Medical,1674.0,4,F,74.0,3,1, laboratory technician ,1,divorced,24941,4,unknown,16,3.0,2,,31044.0,2587.0,1,17.0,2,2.0,2,,2,2,1974,Unknown,Si
1101,1101,47.0,No,rarely,1225.0,,2,4,Life Sciences,unknown,2,F,47.0,4,4, manager ,2,unknown,21086,6,unknown,14,3.0,3,,191664.0,15972.0,3,29.0,2,3.0,3,,1,2,1976,Unknown,Si
1102,1102,20.0,No,rarely,727.0,,9,1,,unknown,4,M,54.0,3,1, sales representative ,1,unknown,21082,1,no,11,3.0,1,,,,0,,3,3.0,2,,0,2,2003,Unknown,Si
1103,1103,36.0,No,rarely,1351.0,,26,4,,1682.0,1,M,80.0,3,2, healthcare representative ,3,married,7419,6,no,14,3.0,2,"80,0",,,2,10.0,2,2.0,3,,0,2,1987,Unknown,No
